Sample ID,Product Name,Product Type,Analysis Profile,Date/Time of Analysis,Instrument Serial Number,Outlier,Lab,Predicted Dry matter %,Predicted Protein As is %,Predicted ICP As is %,Predicted ADF As is %,Predicted NDF As is %,Predicted Fat As is %,Predicted Ash As is %,Predicted Lignin As is %,Predicted NDFICP As is %,Predicted Insoluble impurities As is %,Predicted Sugar As is %,Predicted 24dNDFr As is %,Predicted 30dNDFr As is %,Predicted 48dNDFr As is %,Predicted Calcium As is %,Predicted Chlorine As is %,Predicted Potassium As is %,Predicted Magnesium As is %,Predicted Phosphorus As is %,Predicted Sulfur As is %,Predicted DM As is %,Predicted GAL As is %,Predicted GLC As is %,Predicted IVTD As is %,Predicted KL As is %,Predicted MAN As is %,Predicted RHA As is %,Predicted UA As is %,Predicted XYL As is %,Bias Dry matter %,Slope Dry matter %,Bias Protein As is %,Slope Protein As is %,Bias ICP As is %,Slope ICP As is %,Bias ADF As is %,Slope ADF As is %,Bias NDF As is %,Slope NDF As is %,Bias Fat As is %,Slope Fat As is %,Bias Ash As is %,Slope Ash As is %,Bias Lignin As is %,Slope Lignin As is %,Bias NDFICP As is %,Slope NDFICP As is %,Bias Insoluble impurities As is %,Slope Insoluble impurities As is %,Bias Sugar As is %,Slope Sugar As is %,Bias 24dNDFr As is %,Slope 24dNDFr As is %,Bias 30dNDFr As is %,Slope 30dNDFr As is %,Bias 48dNDFr As is %,Slope 48dNDFr As is %,Bias Calcium As is %,Slope Calcium As is %,Bias Chlorine As is %,Slope Chlorine As is %,Bias Potassium As is %,Slope Potassium As is %,Bias Magnesium As is %,Slope Magnesium As is %,Bias Phosphorus As is %,Slope Phosphorus As is %,Bias Sulfur As is %,Slope Sulfur As is %,Bias DM As is %,Slope DM As is %,Bias GAL As is %,Slope GAL As is %,Bias GLC As is %,Slope GLC As is %,Bias IVTD As is %,Slope IVTD As is %,Bias KL As is %,Slope KL As is %,Bias MAN As is %,Slope MAN As is %,Bias RHA As is %,Slope RHA As is %,Bias UA As is %,Slope UA As is %,Bias XYL As is %,Slope XYL As is %,Calib File Name Dry matter %,Subcal Dry matter %,Calib File Name Protein As is %,Subcal Protein As is %,Calib File Name ICP As is %,Subcal ICP As is %,Calib File Name ADF As is %,Subcal ADF As is %,Calib File Name NDF As is %,Subcal NDF As is %,Calib File Name Fat As is %,Subcal Fat As is %,Calib File Name Ash As is %,Subcal Ash As is %,Calib File Name Lignin As is %,Subcal Lignin As is %,Calib File Name NDFICP As is %,Subcal NDFICP As is %,Calib File Name Insoluble impurities As is %,Subcal Insoluble impurities As is %,Calib File Name Sugar As is %,Subcal Sugar As is %,Calib File Name 24dNDFr As is %,Subcal 24dNDFr As is %,Calib File Name 30dNDFr As is %,Subcal 30dNDFr As is %,Calib File Name 48dNDFr As is %,Subcal 48dNDFr As is %,Calib File Name Calcium As is %,Subcal Calcium As is %,Calib File Name Chlorine As is %,Subcal Chlorine As is %,Calib File Name Potassium As is %,Subcal Potassium As is %,Calib File Name Magnesium As is %,Subcal Magnesium As is %,Calib File Name Phosphorus As is %,Subcal Phosphorus As is %,Calib File Name Sulfur As is %,Subcal Sulfur As is %,Calib File Name DM As is %,Calib File Name GAL As is %,Calib File Name GLC As is %,Calib File Name IVTD As is %,Calib File Name KL As is %,Calib File Name MAN As is %,Calib File Name RHA As is %,Calib File Name UA As is %,Calib File Name XYL As is %,Spectrometer SN,Sample shape,Sample Tray,Product Repeats,Product Repacks,Comment,M-Distance actual Dry matter %,M-Distance Warning Dry matter %,M-Distance Action Dry matter %,M-Distance actual Protein As is %,M-Distance Warning Protein As is %,M-Distance Action Protein As is %,M-Distance actual ICP As is %,M-Distance Warning ICP As is %,M-Distance Action ICP As is %,M-Distance actual ADF As is %,M-Distance Warning ADF As is %,M-Distance Action ADF As is %,M-Distance actual NDF As is %,M-Distance Warning NDF As is %,M-Distance Action NDF As is %,M-Distance actual Fat As is %,M-Distance Warning Fat As is %,M-Distance Action Fat As is %,M-Distance actual Ash As is %,M-Distance Warning Ash As is %,M-Distance Action Ash As is %,M-Distance actual Lignin As is %,M-Distance Warning Lignin As is %,M-Distance Action Lignin As is %,M-Distance actual NDFICP As is %,M-Distance Warning NDFICP As is %,M-Distance Action NDFICP As is %,M-Distance actual Insoluble impurities As is %,M-Distance Warning Insoluble impurities As is %,M-Distance Action Insoluble impurities As is %,M-Distance actual Sugar As is %,M-Distance Warning Sugar As is %,M-Distance Action Sugar As is %,M-Distance actual 24dNDFr As is %,M-Distance Warning 24dNDFr As is %,M-Distance Action 24dNDFr As is %,M-Distance actual 30dNDFr As is %,M-Distance Warning 30dNDFr As is %,M-Distance Action 30dNDFr As is %,M-Distance actual 48dNDFr As is %,M-Distance Warning 48dNDFr As is %,M-Distance Action 48dNDFr As is %,M-Distance actual Calcium As is %,M-Distance Warning Calcium As is %,M-Distance Action Calcium As is %,M-Distance actual Chlorine As is %,M-Distance Warning Chlorine As is %,M-Distance Action Chlorine As is %,M-Distance actual Potassium As is %,M-Distance Warning Potassium As is %,M-Distance Action Potassium As is %,M-Distance actual Magnesium As is %,M-Distance Warning Magnesium As is %,M-Distance Action Magnesium As is %,M-Distance actual Phosphorus As is %,M-Distance Warning Phosphorus As is %,M-Distance Action Phosphorus As is %,M-Distance actual Sulfur As is %,M-Distance Warning Sulfur As is %,M-Distance Action Sulfur As is %,M-Distance actual DM As is %,M-Distance actual GAL As is %,M-Distance actual GLC As is %,M-Distance actual IVTD As is %,M-Distance actual KL As is %,M-Distance actual MAN As is %,M-Distance actual RHA As is %,M-Distance actual UA As is %,M-Distance actual XYL As is %
L5006,Hay,Undefined,Hay,2/27/2023 3:51:12 PM,1921614,No,No,91.78,11.86,0.85,40.21,51.66,1.5,6.08,7.61,0.09,8.07,7.84,45.28,45.3,42.21,1.17,0.2,1.15,0.26,0.13,0.17,,,,,,,,,,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,,,,,,,,,,,,,,,,,,,Hay April 7 2009.cal,1,Hay April 7 2009.cal,2,Hay April 7 2009.cal,3,Hay April 7 2009.cal,4,Hay April 7 2009.cal,5,Hay April 7 2009.cal,6,Hay April 7 2009.cal,7,Hay April 7 2009.cal,8,Hay April 7 2009.cal,9,Hay April 7 2009.cal,10,Hay April 7 2009.cal,11,Hay April 7 2009.cal,12,Hay April 7 2009.cal,13,Hay April 7 2009.cal,14,Hay April 7 2009.cal,16,Hay April 7 2009.cal,17,Hay April 7 2009.cal,18,Hay April 7 2009.cal,19,Hay April 7 2009.cal,21,Hay April 7 2009.cal,22,,,,,,,,,,SNIR6032,Unknown,"Small Plastic Cup, static",1,1,,1.4,5,10,1.3,5,10,1.34,5,10,1.34,5,10,1.37,5,10,1.35,5,10,1.36,5,10,1.39,5,10,1.29,5,10,1.13,5,10,1.29,5,10,3.98,5,10,4.98,5,10,3.2,5,10,1.51,5,10,2.24,5,10,1.57,5,10,1.42,5,10,1.51,5,10,1.52,5,10,,,,,,,,,
K1005,Hay,Undefined,Hay,2/27/2023 3:52:40 PM,1921614,Yes,No,93.79,2.98,0.82,50.75,83.51,1.59,2.12,7.06,1.18,-1.05,8.87,74.27,71.92,53.84,0.05,0.26,1.24,0.06,0.13,0.1,,,,,,,,,,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,,,,,,,,,,,,,,,,,,,Hay April 7 2009.cal,1,Hay April 7 2009.cal,2,Hay April 7 2009.cal,3,Hay April 7 2009.cal,4,Hay April 7 2009.cal,5,Hay April 7 2009.cal,6,Hay April 7 2009.cal,7,Hay April 7 2009.cal,8,Hay April 7 2009.cal,9,Hay April 7 2009.cal,10,Hay April 7 2009.cal,11,Hay April 7 2009.cal,12,Hay April 7 2009.cal,13,Hay April 7 2009.cal,14,Hay April 7 2009.cal,16,Hay April 7 2009.cal,17,Hay April 7 2009.cal,18,Hay April 7 2009.cal,19,Hay April 7 2009.cal,21,Hay April 7 2009.cal,22,,,,,,,,,,SNIR6032,Unknown,"Small Plastic Cup, static",1,1,,2.33,5,10,2.02,5,10,1.92,5,10,2.54,5,10,2.01,5,10,2.33,5,10,2.09,5,10,2.15,5,10,2.07,5,10,1.65,5,10,1.96,5,10,4.83,5,10,7.37,5,10,6.26,5,10,2.42,5,10,3.13,5,10,2.65,5,10,2.41,5,10,4.87,5,10,1.72,5,10,,,,,,,,,
L10002,Hay,Undefined,Hay,2/27/2023 3:54:43 PM,1921614,Yes,No,92.19,11.1,0.99,42.76,58.38,1.46,6.2,7.55,0.79,8.06,6.3,51.59,51.7,46.19,1.13,0.37,0.95,0.27,0.12,0.17,,,,,,,,,,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,,,,,,,,,,,,,,,,,,,Hay April 7 2009.cal,1,Hay April 7 2009.cal,2,Hay April 7 2009.cal,3,Hay April 7 2009.cal,4,Hay April 7 2009.cal,5,Hay April 7 2009.cal,6,Hay April 7 2009.cal,7,Hay April 7 2009.cal,8,Hay April 7 2009.cal,9,Hay April 7 2009.cal,10,Hay April 7 2009.cal,11,Hay April 7 2009.cal,12,Hay April 7 2009.cal,13,Hay April 7 2009.cal,14,Hay April 7 2009.cal,16,Hay April 7 2009.cal,17,Hay April 7 2009.cal,18,Hay April 7 2009.cal,19,Hay April 7 2009.cal,21,Hay April 7 2009.cal,22,,,,,,,,,,SNIR6032,Unknown,"Small Plastic Cup, static",1,1,,1.46,5,10,1.31,5,10,1.34,5,10,1.37,5,10,1.43,5,10,1.28,5,10,1.42,5,10,1.42,5,10,1.38,5,10,1.02,5,10,1.26,5,10,6.45,5,10,6.52,5,10,4.44,5,10,1.52,5,10,2.87,5,10,1.62,5,10,1.4,5,10,1.56,5,10,1.52,5,10,,,,,,,,,
L12004,Hay,Undefined,Hay,2/27/2023 3:56:37 PM,1921614,Yes,No,91.95,4.97,1.27,48.78,63.57,1.36,4.99,9.48,0.6,3.65,7.2,55.58,58.65,55.17,1.44,0.64,-0.26,0.42,0,0.11,,,,,,,,,,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,,,,,,,,,,,,,,,,,,,Hay April 7 2009.cal,1,Hay April 7 2009.cal,2,Hay April 7 2009.cal,3,Hay April 7 2009.cal,4,Hay April 7 2009.cal,5,Hay April 7 2009.cal,6,Hay April 7 2009.cal,7,Hay April 7 2009.cal,8,Hay April 7 2009.cal,9,Hay April 7 2009.cal,10,Hay April 7 2009.cal,11,Hay April 7 2009.cal,12,Hay April 7 2009.cal,13,Hay April 7 2009.cal,14,Hay April 7 2009.cal,16,Hay April 7 2009.cal,17,Hay April 7 2009.cal,18,Hay April 7 2009.cal,19,Hay April 7 2009.cal,21,Hay April 7 2009.cal,22,,,,,,,,,,SNIR6032,Unknown,"Small Plastic Cup, static",1,1,,2.41,5,10,2.21,5,10,2.16,5,10,2.41,5,10,2.57,5,10,2.17,5,10,2.33,5,10,2.23,5,10,2.27,5,10,2.23,5,10,2.12,5,10,25.67,5,10,11.93,5,10,6.59,5,10,2.67,5,10,6.88,5,10,3.37,5,10,3.24,5,10,2.83,5,10,2.74,5,10,,,,,,,,,
L12003,Hay,Undefined,Hay,2/27/2023 3:58:04 PM,1921614,Yes,No,92.37,9.73,1.14,47.97,60.95,1.41,5.33,9.12,0.48,5.82,6.19,55.8,57.29,52.67,1.23,0.59,0.61,0.3,0.09,0.15,,,,,,,,,,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,,,,,,,,,,,,,,,,,,,Hay April 7 2009.cal,1,Hay April 7 2009.cal,2,Hay April 7 2009.cal,3,Hay April 7 2009.cal,4,Hay April 7 2009.cal,5,Hay April 7 2009.cal,6,Hay April 7 2009.cal,7,Hay April 7 2009.cal,8,Hay April 7 2009.cal,9,Hay April 7 2009.cal,10,Hay April 7 2009.cal,11,Hay April 7 2009.cal,12,Hay April 7 2009.cal,13,Hay April 7 2009.cal,14,Hay April 7 2009.cal,16,Hay April 7 2009.cal,17,Hay April 7 2009.cal,18,Hay April 7 2009.cal,19,Hay April 7 2009.cal,21,Hay April 7 2009.cal,22,,,,,,,,,,SNIR6032,Unknown,"Small Plastic Cup, static",1,1,,1.84,5,10,1.76,5,10,1.72,5,10,1.92,5,10,1.97,5,10,1.73,5,10,1.77,5,10,1.81,5,10,1.74,5,10,1.29,5,10,1.72,5,10,9.23,5,10,6.98,5,10,4.62,5,10,2.05,5,10,3.53,5,10,2.22,5,10,1.97,5,10,2.42,5,10,2,5,10,,,,,,,,,
K8001,Hay,Undefined,Hay,2/27/2023 3:59:44 PM,1921614,Yes,No,93.76,5.25,0.49,44.11,70.04,1.74,2.53,6.19,0.74,0.86,13.05,58.98,54.73,40.42,0.24,0.49,1.39,0.14,0.15,0.1,,,,,,,,,,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,,,,,,,,,,,,,,,,,,,Hay April 7 2009.cal,1,Hay April 7 2009.cal,2,Hay April 7 2009.cal,3,Hay April 7 2009.cal,4,Hay April 7 2009.cal,5,Hay April 7 2009.cal,6,Hay April 7 2009.cal,7,Hay April 7 2009.cal,8,Hay April 7 2009.cal,9,Hay April 7 2009.cal,10,Hay April 7 2009.cal,11,Hay April 7 2009.cal,12,Hay April 7 2009.cal,13,Hay April 7 2009.cal,14,Hay April 7 2009.cal,16,Hay April 7 2009.cal,17,Hay April 7 2009.cal,18,Hay April 7 2009.cal,19,Hay April 7 2009.cal,21,Hay April 7 2009.cal,22,,,,,,,,,,SNIR6032,Unknown,"Small Plastic Cup, static",1,1,,2.26,5,10,1.79,5,10,1.55,5,10,2.03,5,10,1.66,5,10,1.76,5,10,1.86,5,10,1.94,5,10,1.82,5,10,1.39,5,10,1.86,5,10,3.72,5,10,3.97,5,10,5.16,5,10,2,5,10,2.55,5,10,2.15,5,10,1.93,5,10,2.79,5,10,1.46,5,10,,,,,,,,,
L1001,Hay,Undefined,Hay,2/27/2023 4:01:26 PM,1921614,Yes,No,92.04,11.47,1.07,44.18,57.99,1.42,5.98,8.08,0.83,7.35,7.63,51.63,52.06,47.66,1.15,0.25,1.06,0.27,0.12,0.16,,,,,,,,,,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,,,,,,,,,,,,,,,,,,,Hay April 7 2009.cal,1,Hay April 7 2009.cal,2,Hay April 7 2009.cal,3,Hay April 7 2009.cal,4,Hay April 7 2009.cal,5,Hay April 7 2009.cal,6,Hay April 7 2009.cal,7,Hay April 7 2009.cal,8,Hay April 7 2009.cal,9,Hay April 7 2009.cal,10,Hay April 7 2009.cal,11,Hay April 7 2009.cal,12,Hay April 7 2009.cal,13,Hay April 7 2009.cal,14,Hay April 7 2009.cal,16,Hay April 7 2009.cal,17,Hay April 7 2009.cal,18,Hay April 7 2009.cal,19,Hay April 7 2009.cal,21,Hay April 7 2009.cal,22,,,,,,,,,,SNIR6032,Unknown,"Small Plastic Cup, static",1,1,,1.68,5,10,1.54,5,10,1.52,5,10,1.7,5,10,1.73,5,10,1.59,5,10,1.66,5,10,1.73,5,10,1.56,5,10,1.07,5,10,1.59,5,10,5.42,5,10,5.64,5,10,3.99,5,10,2.02,5,10,3.48,5,10,2.1,5,10,1.81,5,10,2.11,5,10,1.52,5,10,,,,,,,,,
K10002,Hay,Undefined,Hay,2/27/2023 4:03:01 PM,1921614,No,No,92.61,4.9,0.62,44.24,73.62,1.6,2.65,6.37,1.24,1.01,12.6,60.73,58.23,44.63,0.12,-0.08,1.27,0.11,0.14,0.11,,,,,,,,,,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,,,,,,,,,,,,,,,,,,,Hay April 7 2009.cal,1,Hay April 7 2009.cal,2,Hay April 7 2009.cal,3,Hay April 7 2009.cal,4,Hay April 7 2009.cal,5,Hay April 7 2009.cal,6,Hay April 7 2009.cal,7,Hay April 7 2009.cal,8,Hay April 7 2009.cal,9,Hay April 7 2009.cal,10,Hay April 7 2009.cal,11,Hay April 7 2009.cal,12,Hay April 7 2009.cal,13,Hay April 7 2009.cal,14,Hay April 7 2009.cal,16,Hay April 7 2009.cal,17,Hay April 7 2009.cal,18,Hay April 7 2009.cal,19,Hay April 7 2009.cal,21,Hay April 7 2009.cal,22,,,,,,,,,,SNIR6032,Unknown,"Small Plastic Cup, static",1,1,,1.83,5,10,1.53,5,10,1.5,5,10,2.2,5,10,1.51,5,10,1.97,5,10,1.56,5,10,1.64,5,10,1.54,5,10,1.17,5,10,1.51,5,10,2.54,5,10,4.3,5,10,3.55,5,10,2.4,5,10,2.46,5,10,2.56,5,10,2.23,5,10,2.88,5,10,1.02,5,10,,,,,,,,,
K2004,Hay,Undefined,Hay,2/27/2023 4:04:43 PM,1921614,Yes,No,94.56,1.85,0.66,49,86.98,1.71,2.69,5.03,1.29,-2.38,9,76.07,73.49,48.26,-0.13,0.27,1.22,0.1,0.13,0.08,,,,,,,,,,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,,,,,,,,,,,,,,,,,,,Hay April 7 2009.cal,1,Hay April 7 2009.cal,2,Hay April 7 2009.cal,3,Hay April 7 2009.cal,4,Hay April 7 2009.cal,5,Hay April 7 2009.cal,6,Hay April 7 2009.cal,7,Hay April 7 2009.cal,8,Hay April 7 2009.cal,9,Hay April 7 2009.cal,10,Hay April 7 2009.cal,11,Hay April 7 2009.cal,12,Hay April 7 2009.cal,13,Hay April 7 2009.cal,14,Hay April 7 2009.cal,16,Hay April 7 2009.cal,17,Hay April 7 2009.cal,18,Hay April 7 2009.cal,19,Hay April 7 2009.cal,21,Hay April 7 2009.cal,22,,,,,,,,,,SNIR6032,Unknown,"Small Plastic Cup, static",1,1,,3.54,5,10,2.8,5,10,2.13,5,10,3.04,5,10,2.82,5,10,2.27,5,10,3.12,5,10,3.11,5,10,3.02,5,10,1.74,5,10,2.77,5,10,10.88,5,10,7.52,5,10,13.4,5,10,2.85,5,10,4.94,5,10,3.49,5,10,2.89,5,10,4.44,5,10,1.92,5,10,,,,,,,,,
L9005,Hay,Undefined,Hay,2/27/2023 4:06:27 PM,1921614,Yes,No,92.32,13.01,1.22,41.87,54.76,1.42,7.11,7.62,1.31,11.11,6.23,49,49.74,47.76,1.53,0.79,0.4,0.39,0.09,0.19,,,,,,,,,,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,,,,,,,,,,,,,,,,,,,Hay April 7 2009.cal,1,Hay April 7 2009.cal,2,Hay April 7 2009.cal,3,Hay April 7 2009.cal,4,Hay April 7 2009.cal,5,Hay April 7 2009.cal,6,Hay April 7 2009.cal,7,Hay April 7 2009.cal,8,Hay April 7 2009.cal,9,Hay April 7 2009.cal,10,Hay April 7 2009.cal,11,Hay April 7 2009.cal,12,Hay April 7 2009.cal,13,Hay April 7 2009.cal,14,Hay April 7 2009.cal,16,Hay April 7 2009.cal,17,Hay April 7 2009.cal,18,Hay April 7 2009.cal,19,Hay April 7 2009.cal,21,Hay April 7 2009.cal,22,,,,,,,,,,SNIR6032,Unknown,"Small Plastic Cup, static",1,1,,1.86,5,10,1.66,5,10,1.64,5,10,1.72,5,10,1.86,5,10,1.57,5,10,1.99,5,10,1.81,5,10,1.73,5,10,1.32,5,10,1.71,5,10,13.17,5,10,8.27,5,10,6.66,5,10,2.1,5,10,6.43,5,10,2.27,5,10,2.12,5,10,2.12,5,10,2.02,5,10,,,,,,,,,
L4005,Hay,Undefined,Hay,2/27/2023 4:07:59 PM,1921614,Yes,No,91.59,9.12,0.97,39.96,52.64,1.42,4.62,7.41,0.14,6.68,8.94,46.25,47.04,44.89,1.23,0.5,0.19,0.29,0.07,0.15,,,,,,,,,,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,,,,,,,,,,,,,,,,,,,Hay April 7 2009.cal,1,Hay April 7 2009.cal,2,Hay April 7 2009.cal,3,Hay April 7 2009.cal,4,Hay April 7 2009.cal,5,Hay April 7 2009.cal,6,Hay April 7 2009.cal,7,Hay April 7 2009.cal,8,Hay April 7 2009.cal,9,Hay April 7 2009.cal,10,Hay April 7 2009.cal,11,Hay April 7 2009.cal,12,Hay April 7 2009.cal,13,Hay April 7 2009.cal,14,Hay April 7 2009.cal,16,Hay April 7 2009.cal,17,Hay April 7 2009.cal,18,Hay April 7 2009.cal,19,Hay April 7 2009.cal,21,Hay April 7 2009.cal,22,,,,,,,,,,SNIR6032,Unknown,"Small Plastic Cup, static",1,1,,1.72,5,10,1.53,5,10,1.55,5,10,1.62,5,10,1.64,5,10,1.57,5,10,1.62,5,10,1.6,5,10,1.52,5,10,1.24,5,10,1.45,5,10,8.34,5,10,8.82,5,10,3.51,5,10,2.02,5,10,4.36,5,10,2.1,5,10,1.93,5,10,1.87,5,10,1.78,5,10,,,,,,,,,
K8004,Hay,Undefined,Hay,2/27/2023 4:09:50 PM,1921614,No,No,92.95,4.08,0.7,45.45,75.18,1.7,2.3,6.29,0.95,0.39,13.21,63.35,60.44,45.31,0.06,-0.02,1.29,0.11,0.15,0.11,,,,,,,,,,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,,,,,,,,,,,,,,,,,,,Hay April 7 2009.cal,1,Hay April 7 2009.cal,2,Hay April 7 2009.cal,3,Hay April 7 2009.cal,4,Hay April 7 2009.cal,5,Hay April 7 2009.cal,6,Hay April 7 2009.cal,7,Hay April 7 2009.cal,8,Hay April 7 2009.cal,9,Hay April 7 2009.cal,10,Hay April 7 2009.cal,11,Hay April 7 2009.cal,12,Hay April 7 2009.cal,13,Hay April 7 2009.cal,14,Hay April 7 2009.cal,16,Hay April 7 2009.cal,17,Hay April 7 2009.cal,18,Hay April 7 2009.cal,19,Hay April 7 2009.cal,21,Hay April 7 2009.cal,22,,,,,,,,,,SNIR6032,Unknown,"Small Plastic Cup, static",1,1,,2,5,10,1.64,5,10,1.55,5,10,2.43,5,10,1.58,5,10,2.03,5,10,1.63,5,10,1.69,5,10,1.61,5,10,1.29,5,10,1.66,5,10,2.39,5,10,3.61,5,10,3.64,5,10,2.35,5,10,2.49,5,10,2.48,5,10,2.22,5,10,3.35,5,10,1.22,5,10,,,,,,,,,
L1004,Hay,Undefined,Hay,2/27/2023 4:11:27 PM,1921614,No,No,92.06,9.62,1.02,47.18,63.85,1.54,4.64,8.73,0.7,4.34,8.25,55.9,56.79,49.08,0.94,0.43,1.17,0.24,0.11,0.14,,,,,,,,,,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,,,,,,,,,,,,,,,,,,,Hay April 7 2009.cal,1,Hay April 7 2009.cal,2,Hay April 7 2009.cal,3,Hay April 7 2009.cal,4,Hay April 7 2009.cal,5,Hay April 7 2009.cal,6,Hay April 7 2009.cal,7,Hay April 7 2009.cal,8,Hay April 7 2009.cal,9,Hay April 7 2009.cal,10,Hay April 7 2009.cal,11,Hay April 7 2009.cal,12,Hay April 7 2009.cal,13,Hay April 7 2009.cal,14,Hay April 7 2009.cal,16,Hay April 7 2009.cal,17,Hay April 7 2009.cal,18,Hay April 7 2009.cal,19,Hay April 7 2009.cal,21,Hay April 7 2009.cal,22,,,,,,,,,,SNIR6032,Unknown,"Small Plastic Cup, static",1,1,,1.91,5,10,1.77,5,10,1.71,5,10,2.08,5,10,2,5,10,2,5,10,1.82,5,10,1.77,5,10,1.69,5,10,1.25,5,10,1.81,5,10,4.76,5,10,4.24,5,10,4.26,5,10,2.02,5,10,2.43,5,10,2.23,5,10,1.91,5,10,2.77,5,10,1.74,5,10,,,,,,,,,
L9002,Hay,Undefined,Hay,2/27/2023 4:13:41 PM,1921614,Yes,No,90.9,15.78,0.67,28.99,36.91,1.47,8.52,5.37,0.04,13.02,9.88,28.95,27.86,26.41,1.48,0.88,1.15,0.3,0.13,0.2,,,,,,,,,,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,,,,,,,,,,,,,,,,,,,Hay April 7 2009.cal,1,Hay April 7 2009.cal,2,Hay April 7 2009.cal,3,Hay April 7 2009.cal,4,Hay April 7 2009.cal,5,Hay April 7 2009.cal,6,Hay April 7 2009.cal,7,Hay April 7 2009.cal,8,Hay April 7 2009.cal,9,Hay April 7 2009.cal,10,Hay April 7 2009.cal,11,Hay April 7 2009.cal,12,Hay April 7 2009.cal,13,Hay April 7 2009.cal,14,Hay April 7 2009.cal,16,Hay April 7 2009.cal,17,Hay April 7 2009.cal,18,Hay April 7 2009.cal,19,Hay April 7 2009.cal,21,Hay April 7 2009.cal,22,,,,,,,,,,SNIR6032,Unknown,"Small Plastic Cup, static",1,1,,1.41,5,10,1.11,5,10,1.18,5,10,1.18,5,10,1.19,5,10,1.21,5,10,1.4,5,10,1.42,5,10,1.25,5,10,1.21,5,10,1.14,5,10,3.12,5,10,5.77,5,10,2.36,5,10,1.56,5,10,3.84,5,10,1.38,5,10,1.39,5,10,1.7,5,10,1.42,5,10,,,,,,,,,
K11003,Hay,Undefined,Hay,2/27/2023 4:16:08 PM,1921614,No,No,92.71,3.76,0.75,46.52,78.8,1.68,2.68,5.17,1.42,0.65,12.36,65.36,62.39,45.83,0.04,0.01,1.28,0.12,0.15,0.11,,,,,,,,,,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,,,,,,,,,,,,,,,,,,,Hay April 7 2009.cal,1,Hay April 7 2009.cal,2,Hay April 7 2009.cal,3,Hay April 7 2009.cal,4,Hay April 7 2009.cal,5,Hay April 7 2009.cal,6,Hay April 7 2009.cal,7,Hay April 7 2009.cal,8,Hay April 7 2009.cal,9,Hay April 7 2009.cal,10,Hay April 7 2009.cal,11,Hay April 7 2009.cal,12,Hay April 7 2009.cal,13,Hay April 7 2009.cal,14,Hay April 7 2009.cal,16,Hay April 7 2009.cal,17,Hay April 7 2009.cal,18,Hay April 7 2009.cal,19,Hay April 7 2009.cal,21,Hay April 7 2009.cal,22,,,,,,,,,,SNIR6032,Unknown,"Small Plastic Cup, static",1,1,,1.94,5,10,1.64,5,10,1.45,5,10,2.09,5,10,1.57,5,10,1.75,5,10,1.7,5,10,1.8,5,10,1.62,5,10,1.23,5,10,1.78,5,10,2.75,5,10,3.25,5,10,4.06,5,10,2.01,5,10,2.53,5,10,2.22,5,10,1.9,5,10,2.93,5,10,1.22,5,10,,,,,,,,,
