Sample ID,Product Name,Product Type,Analysis Profile,Date/Time of Analysis,Instrument Serial Number,Outlier,Lab,Predicted Dry matter %,Predicted Protein As is %,Predicted ICP As is %,Predicted ADF As is %,Predicted NDF As is %,Predicted Fat As is %,Predicted Ash As is %,Predicted Lignin As is %,Predicted NDFICP As is %,Predicted Insoluble impurities As is %,Predicted Sugar As is %,Predicted 24dNDFr As is %,Predicted 30dNDFr As is %,Predicted 48dNDFr As is %,Predicted Calcium As is %,Predicted Chlorine As is %,Predicted Potassium As is %,Predicted Magnesium As is %,Predicted Phosphorus As is %,Predicted Sulfur As is %,Predicted DM As is %,Predicted GAL As is %,Predicted GLC As is %,Predicted IVTD As is %,Predicted KL As is %,Predicted MAN As is %,Predicted RHA As is %,Predicted UA As is %,Predicted XYL As is %,Bias Dry matter %,Slope Dry matter %,Bias Protein As is %,Slope Protein As is %,Bias ICP As is %,Slope ICP As is %,Bias ADF As is %,Slope ADF As is %,Bias NDF As is %,Slope NDF As is %,Bias Fat As is %,Slope Fat As is %,Bias Ash As is %,Slope Ash As is %,Bias Lignin As is %,Slope Lignin As is %,Bias NDFICP As is %,Slope NDFICP As is %,Bias Insoluble impurities As is %,Slope Insoluble impurities As is %,Bias Sugar As is %,Slope Sugar As is %,Bias 24dNDFr As is %,Slope 24dNDFr As is %,Bias 30dNDFr As is %,Slope 30dNDFr As is %,Bias 48dNDFr As is %,Slope 48dNDFr As is %,Bias Calcium As is %,Slope Calcium As is %,Bias Chlorine As is %,Slope Chlorine As is %,Bias Potassium As is %,Slope Potassium As is %,Bias Magnesium As is %,Slope Magnesium As is %,Bias Phosphorus As is %,Slope Phosphorus As is %,Bias Sulfur As is %,Slope Sulfur As is %,Bias DM As is %,Slope DM As is %,Bias GAL As is %,Slope GAL As is %,Bias GLC As is %,Slope GLC As is %,Bias IVTD As is %,Slope IVTD As is %,Bias KL As is %,Slope KL As is %,Bias MAN As is %,Slope MAN As is %,Bias RHA As is %,Slope RHA As is %,Bias UA As is %,Slope UA As is %,Bias XYL As is %,Slope XYL As is %,Calib File Name Dry matter %,Subcal Dry matter %,Calib File Name Protein As is %,Subcal Protein As is %,Calib File Name ICP As is %,Subcal ICP As is %,Calib File Name ADF As is %,Subcal ADF As is %,Calib File Name NDF As is %,Subcal NDF As is %,Calib File Name Fat As is %,Subcal Fat As is %,Calib File Name Ash As is %,Subcal Ash As is %,Calib File Name Lignin As is %,Subcal Lignin As is %,Calib File Name NDFICP As is %,Subcal NDFICP As is %,Calib File Name Insoluble impurities As is %,Subcal Insoluble impurities As is %,Calib File Name Sugar As is %,Subcal Sugar As is %,Calib File Name 24dNDFr As is %,Subcal 24dNDFr As is %,Calib File Name 30dNDFr As is %,Subcal 30dNDFr As is %,Calib File Name 48dNDFr As is %,Subcal 48dNDFr As is %,Calib File Name Calcium As is %,Subcal Calcium As is %,Calib File Name Chlorine As is %,Subcal Chlorine As is %,Calib File Name Potassium As is %,Subcal Potassium As is %,Calib File Name Magnesium As is %,Subcal Magnesium As is %,Calib File Name Phosphorus As is %,Subcal Phosphorus As is %,Calib File Name Sulfur As is %,Subcal Sulfur As is %,Calib File Name DM As is %,Calib File Name GAL As is %,Calib File Name GLC As is %,Calib File Name IVTD As is %,Calib File Name KL As is %,Calib File Name MAN As is %,Calib File Name RHA As is %,Calib File Name UA As is %,Calib File Name XYL As is %,Spectrometer SN,Sample shape,Sample Tray,Product Repeats,Product Repacks,Comment,M-Distance actual Dry matter %,M-Distance Warning Dry matter %,M-Distance Action Dry matter %,M-Distance actual Protein As is %,M-Distance Warning Protein As is %,M-Distance Action Protein As is %,M-Distance actual ICP As is %,M-Distance Warning ICP As is %,M-Distance Action ICP As is %,M-Distance actual ADF As is %,M-Distance Warning ADF As is %,M-Distance Action ADF As is %,M-Distance actual NDF As is %,M-Distance Warning NDF As is %,M-Distance Action NDF As is %,M-Distance actual Fat As is %,M-Distance Warning Fat As is %,M-Distance Action Fat As is %,M-Distance actual Ash As is %,M-Distance Warning Ash As is %,M-Distance Action Ash As is %,M-Distance actual Lignin As is %,M-Distance Warning Lignin As is %,M-Distance Action Lignin As is %,M-Distance actual NDFICP As is %,M-Distance Warning NDFICP As is %,M-Distance Action NDFICP As is %,M-Distance actual Insoluble impurities As is %,M-Distance Warning Insoluble impurities As is %,M-Distance Action Insoluble impurities As is %,M-Distance actual Sugar As is %,M-Distance Warning Sugar As is %,M-Distance Action Sugar As is %,M-Distance actual 24dNDFr As is %,M-Distance Warning 24dNDFr As is %,M-Distance Action 24dNDFr As is %,M-Distance actual 30dNDFr As is %,M-Distance Warning 30dNDFr As is %,M-Distance Action 30dNDFr As is %,M-Distance actual 48dNDFr As is %,M-Distance Warning 48dNDFr As is %,M-Distance Action 48dNDFr As is %,M-Distance actual Calcium As is %,M-Distance Warning Calcium As is %,M-Distance Action Calcium As is %,M-Distance actual Chlorine As is %,M-Distance Warning Chlorine As is %,M-Distance Action Chlorine As is %,M-Distance actual Potassium As is %,M-Distance Warning Potassium As is %,M-Distance Action Potassium As is %,M-Distance actual Magnesium As is %,M-Distance Warning Magnesium As is %,M-Distance Action Magnesium As is %,M-Distance actual Phosphorus As is %,M-Distance Warning Phosphorus As is %,M-Distance Action Phosphorus As is %,M-Distance actual Sulfur As is %,M-Distance Warning Sulfur As is %,M-Distance Action Sulfur As is %,M-Distance actual DM As is %,M-Distance actual GAL As is %,M-Distance actual GLC As is %,M-Distance actual IVTD As is %,M-Distance actual KL As is %,M-Distance actual MAN As is %,M-Distance actual RHA As is %,M-Distance actual UA As is %,M-Distance actual XYL As is %
210907,Hay,Undefined,Hay,2/15/2023 5:13:50 PM,1921614,Yes,No,94.02,8.46,0.88,43.56,75.15,1.32,6.15,7.47,1.92,2.82,8.52,59.19,52.81,32.33,0.42,0.32,0.4,0.13,0.1,0.07,,,,,,,,,,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,,,,,,,,,,,,,,,,,,,Hay April 7 2009.cal,1,Hay April 7 2009.cal,2,Hay April 7 2009.cal,3,Hay April 7 2009.cal,4,Hay April 7 2009.cal,5,Hay April 7 2009.cal,6,Hay April 7 2009.cal,7,Hay April 7 2009.cal,8,Hay April 7 2009.cal,9,Hay April 7 2009.cal,10,Hay April 7 2009.cal,11,Hay April 7 2009.cal,12,Hay April 7 2009.cal,13,Hay April 7 2009.cal,14,Hay April 7 2009.cal,16,Hay April 7 2009.cal,17,Hay April 7 2009.cal,18,Hay April 7 2009.cal,19,Hay April 7 2009.cal,21,Hay April 7 2009.cal,22,,,,,,,,,,SNIR6032,Unknown,"Small Plastic Cup, static",1,1,,5.9,5,10,3.91,5,10,3.65,5,10,3.43,5,10,3.98,5,10,2.51,5,10,4.38,5,10,4.48,5,10,4.19,5,10,2.14,5,10,3.49,5,10,16.1,5,10,10.69,5,10,26.6,5,10,9.15,5,10,13,5,10,10.55,5,10,7.58,5,10,6.95,5,10,1.76,5,10,,,,,,,,,
210901,Hay,Undefined,Hay,2/15/2023 5:15:29 PM,1921614,Yes,No,94.69,6.95,0.88,48.47,75.56,1.34,6.73,9.34,1.4,2.24,5.29,65.05,61.48,45.4,0.8,1.12,-0.07,0.23,0.04,0.06,,,,,,,,,,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,,,,,,,,,,,,,,,,,,,Hay April 7 2009.cal,1,Hay April 7 2009.cal,2,Hay April 7 2009.cal,3,Hay April 7 2009.cal,4,Hay April 7 2009.cal,5,Hay April 7 2009.cal,6,Hay April 7 2009.cal,7,Hay April 7 2009.cal,8,Hay April 7 2009.cal,9,Hay April 7 2009.cal,10,Hay April 7 2009.cal,11,Hay April 7 2009.cal,12,Hay April 7 2009.cal,13,Hay April 7 2009.cal,14,Hay April 7 2009.cal,16,Hay April 7 2009.cal,17,Hay April 7 2009.cal,18,Hay April 7 2009.cal,19,Hay April 7 2009.cal,21,Hay April 7 2009.cal,22,,,,,,,,,,SNIR6032,Unknown,"Small Plastic Cup, static",1,1,,5.76,5,10,4.01,5,10,2.87,5,10,2.61,5,10,4.04,5,10,2.38,5,10,4.96,5,10,5.07,5,10,4.45,5,10,1.9,5,10,4.08,5,10,25.04,5,10,14.8,5,10,29.54,5,10,5.09,5,10,7.37,5,10,5.14,5,10,4.17,5,10,4.19,5,10,1.5,5,10,,,,,,,,,
210906,Hay,Undefined,Hay,2/15/2023 5:16:45 PM,1921614,Yes,No,94.92,5.36,0.83,48.64,86.08,1.72,3.44,7.42,1.38,-1.95,9.26,82.95,81.32,53.33,0.48,0.7,-0.56,0.18,0.02,0.04,,,,,,,,,,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,,,,,,,,,,,,,,,,,,,Hay April 7 2009.cal,1,Hay April 7 2009.cal,2,Hay April 7 2009.cal,3,Hay April 7 2009.cal,4,Hay April 7 2009.cal,5,Hay April 7 2009.cal,6,Hay April 7 2009.cal,7,Hay April 7 2009.cal,8,Hay April 7 2009.cal,9,Hay April 7 2009.cal,10,Hay April 7 2009.cal,11,Hay April 7 2009.cal,12,Hay April 7 2009.cal,13,Hay April 7 2009.cal,14,Hay April 7 2009.cal,16,Hay April 7 2009.cal,17,Hay April 7 2009.cal,18,Hay April 7 2009.cal,19,Hay April 7 2009.cal,21,Hay April 7 2009.cal,22,,,,,,,,,,SNIR6032,Unknown,"Small Plastic Cup, static",1,1,,10.49,5,10,6.92,5,10,4.73,5,10,4.31,5,10,7.46,5,10,4.47,5,10,8.79,5,10,8.51,5,10,7.91,5,10,3.36,5,10,6.76,5,10,55.79,5,10,32.65,5,10,59.7,5,10,5.75,5,10,15.4,5,10,6.72,5,10,5.72,5,10,5.05,5,10,3.04,5,10,,,,,,,,,
210906,Hay,Undefined,Hay,2/15/2023 5:17:28 PM,1921614,Yes,No,95.64,5.34,0.82,46.39,85.36,1.79,2.58,7.08,1.27,-1.59,11.96,83.6,82.11,48.44,0.49,0.76,-0.96,0.2,0.01,0.04,,,,,,,,,,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,,,,,,,,,,,,,,,,,,,Hay April 7 2009.cal,1,Hay April 7 2009.cal,2,Hay April 7 2009.cal,3,Hay April 7 2009.cal,4,Hay April 7 2009.cal,5,Hay April 7 2009.cal,6,Hay April 7 2009.cal,7,Hay April 7 2009.cal,8,Hay April 7 2009.cal,9,Hay April 7 2009.cal,10,Hay April 7 2009.cal,11,Hay April 7 2009.cal,12,Hay April 7 2009.cal,13,Hay April 7 2009.cal,14,Hay April 7 2009.cal,16,Hay April 7 2009.cal,17,Hay April 7 2009.cal,18,Hay April 7 2009.cal,19,Hay April 7 2009.cal,21,Hay April 7 2009.cal,22,,,,,,,,,,SNIR6032,Unknown,"Small Plastic Cup, static",1,1,,12.62,5,10,8.26,5,10,5.6,5,10,5.18,5,10,8.95,5,10,5.5,5,10,10.61,5,10,10.16,5,10,9.47,5,10,4.05,5,10,7.85,5,10,60.68,5,10,35.43,5,10,64.72,5,10,6.7,5,10,18.1,5,10,8.15,5,10,6.62,5,10,5.79,5,10,3.17,5,10,,,,,,,,,
210890,Hay,Undefined,Hay,2/15/2023 5:18:38 PM,1921614,Yes,No,94.29,4.79,0.96,47.89,83.03,1.48,4.5,8.5,1.6,-0.32,8.52,71.86,68.32,45.66,0.31,0.61,-0.53,0.18,0.05,0.04,,,,,,,,,,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,,,,,,,,,,,,,,,,,,,Hay April 7 2009.cal,1,Hay April 7 2009.cal,2,Hay April 7 2009.cal,3,Hay April 7 2009.cal,4,Hay April 7 2009.cal,5,Hay April 7 2009.cal,6,Hay April 7 2009.cal,7,Hay April 7 2009.cal,8,Hay April 7 2009.cal,9,Hay April 7 2009.cal,10,Hay April 7 2009.cal,11,Hay April 7 2009.cal,12,Hay April 7 2009.cal,13,Hay April 7 2009.cal,14,Hay April 7 2009.cal,16,Hay April 7 2009.cal,17,Hay April 7 2009.cal,18,Hay April 7 2009.cal,19,Hay April 7 2009.cal,21,Hay April 7 2009.cal,22,,,,,,,,,,SNIR6032,Unknown,"Small Plastic Cup, static",1,1,,5.64,5,10,3.79,5,10,2.86,5,10,2.49,5,10,3.91,5,10,2.44,5,10,4.47,5,10,4.56,5,10,4.18,5,10,1.83,5,10,3.46,5,10,23.05,5,10,13.72,5,10,30.73,5,10,5.25,5,10,9,5,10,6.26,5,10,4.11,5,10,4.16,5,10,1.53,5,10,,,,,,,,,
210895,Hay,Undefined,Hay,2/15/2023 5:19:39 PM,1921614,Yes,No,93.34,6.25,1.01,50.5,80.22,1.34,5.4,7.63,1.45,1.12,8.92,73.71,71.26,52.4,0.67,0.79,-0.28,0.17,0.04,0.07,,,,,,,,,,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,,,,,,,,,,,,,,,,,,,Hay April 7 2009.cal,1,Hay April 7 2009.cal,2,Hay April 7 2009.cal,3,Hay April 7 2009.cal,4,Hay April 7 2009.cal,5,Hay April 7 2009.cal,6,Hay April 7 2009.cal,7,Hay April 7 2009.cal,8,Hay April 7 2009.cal,9,Hay April 7 2009.cal,10,Hay April 7 2009.cal,11,Hay April 7 2009.cal,12,Hay April 7 2009.cal,13,Hay April 7 2009.cal,14,Hay April 7 2009.cal,16,Hay April 7 2009.cal,17,Hay April 7 2009.cal,18,Hay April 7 2009.cal,19,Hay April 7 2009.cal,21,Hay April 7 2009.cal,22,,,,,,,,,,SNIR6032,Unknown,"Small Plastic Cup, static",1,1,,5.83,5,10,4.15,5,10,2.71,5,10,2.61,5,10,4.24,5,10,2.86,5,10,5.41,5,10,5.12,5,10,4.63,5,10,1.89,5,10,4.4,5,10,20.85,5,10,14.54,5,10,27.21,5,10,3.28,5,10,8.2,5,10,3.8,5,10,2.53,5,10,2.66,5,10,1.68,5,10,,,,,,,,,
210894,Hay,Undefined,Hay,2/15/2023 5:20:35 PM,1921614,Yes,No,93.36,8.52,0.81,46.05,76.11,1.4,7.2,6.99,1.97,4.21,7.69,60.36,53.44,39.96,0.44,0.32,0.34,0.2,0.1,0.07,,,,,,,,,,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,,,,,,,,,,,,,,,,,,,Hay April 7 2009.cal,1,Hay April 7 2009.cal,2,Hay April 7 2009.cal,3,Hay April 7 2009.cal,4,Hay April 7 2009.cal,5,Hay April 7 2009.cal,6,Hay April 7 2009.cal,7,Hay April 7 2009.cal,8,Hay April 7 2009.cal,9,Hay April 7 2009.cal,10,Hay April 7 2009.cal,11,Hay April 7 2009.cal,12,Hay April 7 2009.cal,13,Hay April 7 2009.cal,14,Hay April 7 2009.cal,16,Hay April 7 2009.cal,17,Hay April 7 2009.cal,18,Hay April 7 2009.cal,19,Hay April 7 2009.cal,21,Hay April 7 2009.cal,22,,,,,,,,,,SNIR6032,Unknown,"Small Plastic Cup, static",1,1,,4.15,5,10,2.8,5,10,2.36,5,10,2.46,5,10,2.71,5,10,1.97,5,10,3.06,5,10,3.18,5,10,2.96,5,10,1.39,5,10,2.59,5,10,11.18,5,10,6.34,5,10,19.82,5,10,6.75,5,10,8.96,5,10,7.29,5,10,5.45,5,10,4.94,5,10,1.33,5,10,,,,,,,,,
210900,Hay,Undefined,Hay,2/15/2023 5:22:00 PM,1921614,Yes,No,93.11,9.13,0.9,43.07,70.43,1.3,6.63,6.79,1.21,3.28,10.94,66.79,67.21,45.58,0.91,0.76,-0.17,0.19,0.02,0.09,,,,,,,,,,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,,,,,,,,,,,,,,,,,,,Hay April 7 2009.cal,1,Hay April 7 2009.cal,2,Hay April 7 2009.cal,3,Hay April 7 2009.cal,4,Hay April 7 2009.cal,5,Hay April 7 2009.cal,6,Hay April 7 2009.cal,7,Hay April 7 2009.cal,8,Hay April 7 2009.cal,9,Hay April 7 2009.cal,10,Hay April 7 2009.cal,11,Hay April 7 2009.cal,12,Hay April 7 2009.cal,13,Hay April 7 2009.cal,14,Hay April 7 2009.cal,16,Hay April 7 2009.cal,17,Hay April 7 2009.cal,18,Hay April 7 2009.cal,19,Hay April 7 2009.cal,21,Hay April 7 2009.cal,22,,,,,,,,,,SNIR6032,Unknown,"Small Plastic Cup, static",1,1,,5.99,5,10,4.11,5,10,2.77,5,10,2.85,5,10,4.35,5,10,3.16,5,10,5.55,5,10,5.17,5,10,4.69,5,10,1.91,5,10,4.27,5,10,29.03,5,10,25.87,5,10,33.45,5,10,3.16,5,10,9.83,5,10,3.4,5,10,2.57,5,10,2.89,5,10,2.15,5,10,,,,,,,,,
210899,Hay,Undefined,Hay,2/15/2023 5:23:02 PM,1921614,Yes,No,93.21,7.05,0.58,35.65,65.35,1.67,2.28,6.33,0.71,1.78,14.98,57.4,60.32,41.56,0.56,0.24,-0.45,0.22,0.03,0.1,,,,,,,,,,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,,,,,,,,,,,,,,,,,,,Hay April 7 2009.cal,1,Hay April 7 2009.cal,2,Hay April 7 2009.cal,3,Hay April 7 2009.cal,4,Hay April 7 2009.cal,5,Hay April 7 2009.cal,6,Hay April 7 2009.cal,7,Hay April 7 2009.cal,8,Hay April 7 2009.cal,9,Hay April 7 2009.cal,10,Hay April 7 2009.cal,11,Hay April 7 2009.cal,12,Hay April 7 2009.cal,13,Hay April 7 2009.cal,14,Hay April 7 2009.cal,16,Hay April 7 2009.cal,17,Hay April 7 2009.cal,18,Hay April 7 2009.cal,19,Hay April 7 2009.cal,21,Hay April 7 2009.cal,22,,,,,,,,,,SNIR6032,Unknown,"Small Plastic Cup, static",1,1,,5.04,5,10,3.61,5,10,2.94,5,10,3.75,5,10,4.62,5,10,4.72,5,10,4.4,5,10,3.87,5,10,3.82,5,10,2.11,5,10,3.26,5,10,20.45,5,10,19.96,5,10,17.08,5,10,3.56,5,10,8.28,5,10,4.1,5,10,3.07,5,10,3,5,10,1.92,5,10,,,,,,,,,
210905,Hay,Undefined,Hay,2/15/2023 5:24:02 PM,1921614,Yes,No,94.79,6.98,0.87,45.18,79.97,1.59,3,8.15,1.2,-0.88,11.58,77.92,79.33,52.85,0.5,0.61,-0.48,0.15,0.02,0.07,,,,,,,,,,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,,,,,,,,,,,,,,,,,,,Hay April 7 2009.cal,1,Hay April 7 2009.cal,2,Hay April 7 2009.cal,3,Hay April 7 2009.cal,4,Hay April 7 2009.cal,5,Hay April 7 2009.cal,6,Hay April 7 2009.cal,7,Hay April 7 2009.cal,8,Hay April 7 2009.cal,9,Hay April 7 2009.cal,10,Hay April 7 2009.cal,11,Hay April 7 2009.cal,12,Hay April 7 2009.cal,13,Hay April 7 2009.cal,14,Hay April 7 2009.cal,16,Hay April 7 2009.cal,17,Hay April 7 2009.cal,18,Hay April 7 2009.cal,19,Hay April 7 2009.cal,21,Hay April 7 2009.cal,22,,,,,,,,,,SNIR6032,Unknown,"Small Plastic Cup, static",1,1,,7.06,5,10,4.74,5,10,3.72,5,10,4.16,5,10,5.84,5,10,5.21,5,10,6.64,5,10,5.84,5,10,5.48,5,10,2.44,5,10,4.78,5,10,38.13,5,10,30.87,5,10,38.59,5,10,4.36,5,10,12.45,5,10,5.01,5,10,3.57,5,10,3.99,5,10,2.37,5,10,,,,,,,,,
210905,Hay,Undefined,Hay,2/15/2023 5:24:50 PM,1921614,Yes,No,94.31,7.22,0.83,44.21,78.43,1.64,2.09,9.43,1.21,-0.48,11.64,76.46,78.38,54.78,0.5,0.22,-0.51,0.17,0.02,0.07,,,,,,,,,,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,,,,,,,,,,,,,,,,,,,Hay April 7 2009.cal,1,Hay April 7 2009.cal,2,Hay April 7 2009.cal,3,Hay April 7 2009.cal,4,Hay April 7 2009.cal,5,Hay April 7 2009.cal,6,Hay April 7 2009.cal,7,Hay April 7 2009.cal,8,Hay April 7 2009.cal,9,Hay April 7 2009.cal,10,Hay April 7 2009.cal,11,Hay April 7 2009.cal,12,Hay April 7 2009.cal,13,Hay April 7 2009.cal,14,Hay April 7 2009.cal,16,Hay April 7 2009.cal,17,Hay April 7 2009.cal,18,Hay April 7 2009.cal,19,Hay April 7 2009.cal,21,Hay April 7 2009.cal,22,,,,,,,,,,SNIR6032,Unknown,"Small Plastic Cup, static",1,1,,6.59,5,10,4.38,5,10,3.55,5,10,4.15,5,10,5.43,5,10,5.58,5,10,6.26,5,10,5.39,5,10,5.05,5,10,2.29,5,10,4.26,5,10,37.44,5,10,31.62,5,10,35.36,5,10,4.29,5,10,11.92,5,10,4.74,5,10,3.51,5,10,3.83,5,10,2.45,5,10,,,,,,,,,
210893,Hay,Undefined,Hay,2/15/2023 5:25:49 PM,1921614,Yes,No,93.36,3.22,0.92,52.79,85.09,1.44,4.76,8.19,1.3,-0.4,8.88,79.27,76.04,59.76,0.64,1.03,-0.45,0.21,0.01,0.05,,,,,,,,,,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,,,,,,,,,,,,,,,,,,,Hay April 7 2009.cal,1,Hay April 7 2009.cal,2,Hay April 7 2009.cal,3,Hay April 7 2009.cal,4,Hay April 7 2009.cal,5,Hay April 7 2009.cal,6,Hay April 7 2009.cal,7,Hay April 7 2009.cal,8,Hay April 7 2009.cal,9,Hay April 7 2009.cal,10,Hay April 7 2009.cal,11,Hay April 7 2009.cal,12,Hay April 7 2009.cal,13,Hay April 7 2009.cal,14,Hay April 7 2009.cal,16,Hay April 7 2009.cal,17,Hay April 7 2009.cal,18,Hay April 7 2009.cal,19,Hay April 7 2009.cal,21,Hay April 7 2009.cal,22,,,,,,,,,,SNIR6032,Unknown,"Small Plastic Cup, static",1,1,,6.29,5,10,4.51,5,10,2.89,5,10,2.87,5,10,4.49,5,10,2.69,5,10,5.49,5,10,5.27,5,10,4.84,5,10,2.05,5,10,4.65,5,10,30.16,5,10,16,5,10,30.63,5,10,3.14,5,10,7.5,5,10,3.79,5,10,3.47,5,10,3.02,5,10,1.93,5,10,,,,,,,,,
210888,Hay,Undefined,Hay,2/15/2023 5:26:44 PM,1921614,Yes,No,92.95,6.75,0.97,44.86,77.84,1.29,4.3,8.23,1.87,1.31,10.38,66.97,63.5,46.19,0.3,0.38,-0.22,0.09,0.06,0.07,,,,,,,,,,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,,,,,,,,,,,,,,,,,,,Hay April 7 2009.cal,1,Hay April 7 2009.cal,2,Hay April 7 2009.cal,3,Hay April 7 2009.cal,4,Hay April 7 2009.cal,5,Hay April 7 2009.cal,6,Hay April 7 2009.cal,7,Hay April 7 2009.cal,8,Hay April 7 2009.cal,9,Hay April 7 2009.cal,10,Hay April 7 2009.cal,11,Hay April 7 2009.cal,12,Hay April 7 2009.cal,13,Hay April 7 2009.cal,14,Hay April 7 2009.cal,16,Hay April 7 2009.cal,17,Hay April 7 2009.cal,18,Hay April 7 2009.cal,19,Hay April 7 2009.cal,21,Hay April 7 2009.cal,22,,,,,,,,,,SNIR6032,Unknown,"Small Plastic Cup, static",1,1,,4.63,5,10,3.02,5,10,2.85,5,10,2.28,5,10,3.27,5,10,3.09,5,10,3.79,5,10,3.5,5,10,3.32,5,10,1.7,5,10,2.92,5,10,12.96,5,10,16.34,5,10,20.98,5,10,3.78,5,10,6.99,5,10,4.84,5,10,3.18,5,10,2.89,5,10,1.64,5,10,,,,,,,,,
210889,Hay,Undefined,Hay,2/15/2023 5:27:39 PM,1921614,Yes,No,93.48,4.95,0.82,44.57,75.68,1.62,3.51,6.44,1.06,0.86,10.96,71.03,70.25,52.51,0.55,1.23,-0.66,0.21,0.03,0.08,,,,,,,,,,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,,,,,,,,,,,,,,,,,,,Hay April 7 2009.cal,1,Hay April 7 2009.cal,2,Hay April 7 2009.cal,3,Hay April 7 2009.cal,4,Hay April 7 2009.cal,5,Hay April 7 2009.cal,6,Hay April 7 2009.cal,7,Hay April 7 2009.cal,8,Hay April 7 2009.cal,9,Hay April 7 2009.cal,10,Hay April 7 2009.cal,11,Hay April 7 2009.cal,12,Hay April 7 2009.cal,13,Hay April 7 2009.cal,14,Hay April 7 2009.cal,16,Hay April 7 2009.cal,17,Hay April 7 2009.cal,18,Hay April 7 2009.cal,19,Hay April 7 2009.cal,21,Hay April 7 2009.cal,22,,,,,,,,,,SNIR6032,Unknown,"Small Plastic Cup, static",1,1,,5.22,5,10,3.64,5,10,2.31,5,10,3.02,5,10,3.48,5,10,3.05,5,10,4.3,5,10,4.23,5,10,3.84,5,10,1.61,5,10,3.45,5,10,28.16,5,10,20.87,5,10,25.84,5,10,3.08,5,10,8.01,5,10,3.67,5,10,2.87,5,10,2.72,5,10,1.8,5,10,,,,,,,,,
210884,Hay,Undefined,Hay,2/15/2023 5:28:36 PM,1921614,Yes,No,94.91,3.91,0.89,49.34,85.11,1.45,4.28,8.01,1.47,-0.24,9.4,77.17,72.44,52.18,0.32,0.5,-0.83,0.18,0.04,0.05,,,,,,,,,,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,,,,,,,,,,,,,,,,,,,Hay April 7 2009.cal,1,Hay April 7 2009.cal,2,Hay April 7 2009.cal,3,Hay April 7 2009.cal,4,Hay April 7 2009.cal,5,Hay April 7 2009.cal,6,Hay April 7 2009.cal,7,Hay April 7 2009.cal,8,Hay April 7 2009.cal,9,Hay April 7 2009.cal,10,Hay April 7 2009.cal,11,Hay April 7 2009.cal,12,Hay April 7 2009.cal,13,Hay April 7 2009.cal,14,Hay April 7 2009.cal,16,Hay April 7 2009.cal,17,Hay April 7 2009.cal,18,Hay April 7 2009.cal,19,Hay April 7 2009.cal,21,Hay April 7 2009.cal,22,,,,,,,,,,SNIR6032,Unknown,"Small Plastic Cup, static",1,1,,6.03,5,10,4.21,5,10,2.94,5,10,2.63,5,10,4.21,5,10,2.61,5,10,4.85,5,10,4.99,5,10,4.66,5,10,1.98,5,10,3.89,5,10,26.12,5,10,16.66,5,10,34.94,5,10,4.52,5,10,9.21,5,10,5.66,5,10,3.55,5,10,3.59,5,10,1.63,5,10,,,,,,,,,
